genetic_evidence,expression_specificity,druggability,novelty,competition,literature_trend,composite_score,tier,gene_id,gene_name,track,is_essential,essential_score,is_novel_target,has_existing_drug,pathway,organism,has_structure,uniprot_id,connections
0.2433449762529538,0.3,0.2,0.7,0.7,0.5,0.3858,Tier 3 - Exploratory,HS_IL15,IL15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2417689850899307,0.3,0.2,0.7,0.7,0.5,0.3854,Tier 3 - Exploratory,HS_PEX13,PEX13,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2417221371713576,0.3,0.2,0.7,0.7,0.5,0.3854,Tier 3 - Exploratory,HS_PWWP3A,PWWP3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2391881785762974,0.3,0.2,0.7,0.7,0.5,0.3848,Tier 3 - Exploratory,HS_PTPRN2,PTPRN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2389829726846426,0.3,0.2,0.7,0.7,0.5,0.3847,Tier 3 - Exploratory,HS_WNK1,WNK1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2383149722589913,0.3,0.2,0.7,0.7,0.5,0.3846,Tier 3 - Exploratory,HS_DDAH1,DDAH1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2376957211480122,0.3,0.2,0.7,0.7,0.5,0.3844,Tier 3 - Exploratory,HS_ADAD1,ADAD1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.237396875831478,0.3,0.2,0.7,0.7,0.5,0.3843,Tier 3 - Exploratory,HS_ARID3A,ARID3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2347105638157331,0.3,0.2,0.7,0.7,0.5,0.3837,Tier 3 - Exploratory,HS_SMYD3,SMYD3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.234194191641279,0.3,0.2,0.7,0.7,0.5,0.3835,Tier 3 - Exploratory,HS_IL3,IL3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2338933311623851,0.3,0.2,0.7,0.7,0.5,0.3835,Tier 3 - Exploratory,HS_MAP3K14,MAP3K14,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2309408873887932,0.3,0.2,0.7,0.7,0.5,0.3827,Tier 3 - Exploratory,HS_RTEL1,RTEL1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2269964959839156,0.3,0.2,0.7,0.7,0.5,0.3817,Tier 3 - Exploratory,HS_CSGALNACT1,CSGALNACT1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2240869022537668,0.3,0.2,0.7,0.7,0.5,0.381,Tier 3 - Exploratory,HS_LIME1,LIME1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2240640779559038,0.3,0.2,0.7,0.7,0.5,0.381,Tier 3 - Exploratory,HS_ITPKA,ITPKA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2201457980487877,0.3,0.2,0.7,0.7,0.5,0.38,Tier 3 - Exploratory,HS_TRIM71,TRIM71,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2176367759149081,0.3,0.2,0.7,0.7,0.5,0.3794,Tier 3 - Exploratory,HS_DMRTA1,DMRTA1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.216508158731049,0.3,0.2,0.7,0.7,0.5,0.3791,Tier 3 - Exploratory,HS_RASIP1,RASIP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2151172240739223,0.3,0.2,0.7,0.7,0.5,0.3788,Tier 3 - Exploratory,HS_BAZ1A,BAZ1A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2126209294138822,0.3,0.2,0.7,0.7,0.5,0.3782,Tier 3 - Exploratory,HS_SLC25A46,SLC25A46,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2123182292998371,0.3,0.2,0.7,0.7,0.5,0.3781,Tier 3 - Exploratory,HS_MIIP,MIIP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2117647030384837,0.3,0.2,0.7,0.7,0.5,0.3779,Tier 3 - Exploratory,HS_OVOL1,OVOL1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2110776097607173,0.3,0.2,0.7,0.7,0.5,0.3778,Tier 3 - Exploratory,HS_AQP7,AQP7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2104104405396546,0.3,0.2,0.7,0.7,0.5,0.3776,Tier 3 - Exploratory,HS_ENSG00000293584,ENSG00000293584,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2098137248763488,0.3,0.2,0.7,0.7,0.5,0.3775,Tier 3 - Exploratory,HS_SMARCE1,SMARCE1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2087371247432129,0.3,0.2,0.7,0.7,0.5,0.3772,Tier 3 - Exploratory,HS_GRIK4,GRIK4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2063347846381981,0.3,0.2,0.7,0.7,0.5,0.3766,Tier 3 - Exploratory,HS_NR4A3,NR4A3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2038339379918812,0.3,0.2,0.7,0.7,0.5,0.376,Tier 3 - Exploratory,HS_PSMD5,PSMD5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2034071764526124,0.3,0.2,0.7,0.7,0.5,0.3759,Tier 3 - Exploratory,HS_KCND2,KCND2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2026542363084833,0.3,0.2,0.7,0.7,0.5,0.3757,Tier 3 - Exploratory,HS_IRAK1BP1,IRAK1BP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2025630571929761,0.3,0.2,0.7,0.7,0.5,0.3756,Tier 3 - Exploratory,HS_EGR2,EGR2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2021959957912753,0.3,0.2,0.7,0.7,0.5,0.3755,Tier 3 - Exploratory,HS_NDUFAF1,NDUFAF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2018675922901438,0.3,0.2,0.7,0.7,0.5,0.3755,Tier 3 - Exploratory,HS_SPSB1,SPSB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2014547080677513,0.3,0.2,0.7,0.7,0.5,0.3754,Tier 3 - Exploratory,HS_LMAN2,LMAN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.2008739227751827,0.3,0.2,0.7,0.7,0.5,0.3752,Tier 3 - Exploratory,HS_UBE3A,UBE3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1996935161741543,0.3,0.2,0.7,0.7,0.5,0.3749,Tier 3 - Exploratory,HS_GALNT5,GALNT5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1995175290819528,0.3,0.2,0.7,0.7,0.5,0.3749,Tier 3 - Exploratory,HS_CNTN4,CNTN4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1971109402912622,0.3,0.2,0.7,0.7,0.5,0.3743,Tier 3 - Exploratory,HS_NBPF15,NBPF15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1967827963564671,0.3,0.2,0.7,0.7,0.5,0.3742,Tier 3 - Exploratory,HS_ANKRD27,ANKRD27,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1965214969800685,0.3,0.2,0.7,0.7,0.5,0.3741,Tier 3 - Exploratory,HS_LRATD2,LRATD2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1960221803904713,0.3,0.2,0.7,0.7,0.5,0.374,Tier 3 - Exploratory,HS_FAM177A1,FAM177A1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.193129607820816,0.3,0.2,0.7,0.7,0.5,0.3733,Tier 3 - Exploratory,HS_RORA,RORA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1903255794090157,0.3,0.2,0.7,0.7,0.5,0.3726,Tier 3 - Exploratory,HS_RAPGEF4,RAPGEF4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1900931949700536,0.3,0.2,0.7,0.7,0.5,0.3725,Tier 3 - Exploratory,HS_CRNN,CRNN,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1895826182550942,0.3,0.2,0.7,0.7,0.5,0.3724,Tier 3 - Exploratory,HS_FOXC1,FOXC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1886009323398524,0.3,0.2,0.7,0.7,0.5,0.3722,Tier 3 - Exploratory,HS_DUSP22,DUSP22,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1889699126620923,0.3,0.2,0.7,0.7,0.5,0.3722,Tier 3 - Exploratory,HS_NAMPT,NAMPT,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1883204632375981,0.3,0.2,0.7,0.7,0.5,0.3721,Tier 3 - Exploratory,HS_RRP15,RRP15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1880899511582947,0.3,0.2,0.7,0.7,0.5,0.372,Tier 3 - Exploratory,HS_OR10A3,OR10A3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1874774037801388,0.3,0.2,0.7,0.7,0.5,0.3719,Tier 3 - Exploratory,HS_NAB1,NAB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.186832592290775,0.3,0.2,0.7,0.7,0.5,0.3717,Tier 3 - Exploratory,HS_TNFAIP3,TNFAIP3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.185944974348048,0.3,0.2,0.7,0.7,0.5,0.3715,Tier 3 - Exploratory,HS_SNX27,SNX27,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1861033131169676,0.3,0.2,0.7,0.7,0.5,0.3715,Tier 3 - Exploratory,HS_SIGLEC8,SIGLEC8,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1839820442656801,0.3,0.2,0.7,0.7,0.5,0.371,Tier 3 - Exploratory,HS_ZNF365,ZNF365,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1837030544994257,0.3,0.2,0.7,0.7,0.5,0.3709,Tier 3 - Exploratory,HS_MSL3B,MSL3B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.18169772229488,0.3,0.2,0.7,0.7,0.5,0.3704,Tier 3 - Exploratory,HS_CCR7,CCR7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1786354273535388,0.3,0.2,0.7,0.7,0.5,0.3697,Tier 3 - Exploratory,HS_OR2Z1,OR2Z1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1785118262884804,0.3,0.2,0.7,0.7,0.5,0.3696,Tier 3 - Exploratory,HS_LRRC43,LRRC43,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1773140485137475,0.3,0.2,0.7,0.7,0.5,0.3693,Tier 3 - Exploratory,HS_GABPB2,GABPB2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1748872334540759,0.3,0.2,0.7,0.7,0.5,0.3687,Tier 3 - Exploratory,HS_CCN1,CCN1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1721219866770388,0.3,0.2,0.7,0.7,0.5,0.368,Tier 3 - Exploratory,HS_MMP3,MMP3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1687521329269571,0.3,0.2,0.7,0.7,0.5,0.3672,Tier 3 - Exploratory,HS_SEMA6C,SEMA6C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1683160904311501,0.3,0.2,0.7,0.7,0.5,0.3671,Tier 3 - Exploratory,HS_TMPRSS6,TMPRSS6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1670589234536226,0.3,0.2,0.7,0.7,0.5,0.3668,Tier 3 - Exploratory,HS_SLC2A4RG,SLC2A4RG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1657494412809732,0.3,0.2,0.7,0.7,0.5,0.3664,Tier 3 - Exploratory,HS_TRIQK,TRIQK,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1641659971068175,0.3,0.2,0.7,0.7,0.5,0.366,Tier 3 - Exploratory,HS_CHD7,CHD7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.164160193468565,0.3,0.2,0.7,0.7,0.5,0.366,Tier 3 - Exploratory,HS_GPR12,GPR12,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1636227856761547,0.3,0.2,0.7,0.7,0.5,0.3659,Tier 3 - Exploratory,HS_TNP2,TNP2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1622178149662662,0.3,0.2,0.7,0.7,0.5,0.3656,Tier 3 - Exploratory,HS_SENP7,SENP7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1620130421495332,0.3,0.2,0.7,0.7,0.5,0.3655,Tier 3 - Exploratory,HS_NFKBIA,NFKBIA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1605333322532827,0.3,0.2,0.7,0.7,0.5,0.3651,Tier 3 - Exploratory,HS_PSMA6,PSMA6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1601345811846035,0.3,0.2,0.7,0.7,0.5,0.365,Tier 3 - Exploratory,HS_CRAT,CRAT,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1598120060812667,0.3,0.2,0.7,0.7,0.5,0.365,Tier 3 - Exploratory,HS_RAD50,RAD50,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1591629112278931,0.3,0.2,0.7,0.7,0.5,0.3648,Tier 3 - Exploratory,HS_POU3F3,POU3F3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.158285691107151,0.3,0.2,0.7,0.7,0.5,0.3646,Tier 3 - Exploratory,HS_H3-7,H3-7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1564272442696257,0.3,0.2,0.7,0.7,0.5,0.3641,Tier 3 - Exploratory,HS_GAL3ST2,GAL3ST2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.152919127098817,0.3,0.2,0.7,0.7,0.5,0.3632,Tier 3 - Exploratory,HS_PON3,PON3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.151130843565025,0.3,0.2,0.7,0.7,0.5,0.3628,Tier 3 - Exploratory,HS_COMMD9,COMMD9,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1501772849536175,0.3,0.2,0.7,0.7,0.5,0.3625,Tier 3 - Exploratory,HS_NOTCH2,NOTCH2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1484750403637873,0.3,0.2,0.7,0.7,0.5,0.3621,Tier 3 - Exploratory,HS_DDX6,DDX6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1478319418738807,0.3,0.2,0.7,0.7,0.5,0.362,Tier 3 - Exploratory,HS_CYP4F22,CYP4F22,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1479903412712,0.3,0.2,0.7,0.7,0.5,0.362,Tier 3 - Exploratory,HS_B3GNT7,B3GNT7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1475622800400498,0.3,0.2,0.7,0.7,0.5,0.3619,Tier 3 - Exploratory,HS_SLC6A15,SLC6A15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1465741932964932,0.3,0.2,0.7,0.7,0.5,0.3616,Tier 3 - Exploratory,HS_TST,TST,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1459298780514464,0.3,0.2,0.7,0.7,0.5,0.3615,Tier 3 - Exploratory,HS_RAD52,RAD52,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1443035633651632,0.3,0.2,0.7,0.7,0.5,0.3611,Tier 3 - Exploratory,HS_CRCT1,CRCT1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1430359385366699,0.3,0.2,0.7,0.7,0.5,0.3608,Tier 3 - Exploratory,HS_SANBR,SANBR,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1431393621759269,0.3,0.2,0.7,0.7,0.5,0.3608,Tier 3 - Exploratory,HS_VAX2,VAX2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1425252090159925,0.3,0.2,0.7,0.7,0.5,0.3606,Tier 3 - Exploratory,HS_HLA-DRB5,HLA-DRB5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1414532187847016,0.3,0.2,0.7,0.7,0.5,0.3604,Tier 3 - Exploratory,HS_SLC67A2,SLC67A2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.141103486018077,0.3,0.2,0.7,0.7,0.5,0.3603,Tier 3 - Exploratory,HS_TMEM182,TMEM182,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1411891197422661,0.3,0.2,0.7,0.7,0.5,0.3603,Tier 3 - Exploratory,HS_ICE2,ICE2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1407684518854832,0.3,0.2,0.7,0.7,0.5,0.3602,Tier 3 - Exploratory,HS_KRT24,KRT24,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1360353788306265,0.3,0.2,0.7,0.7,0.5,0.359,Tier 3 - Exploratory,HS_TBCEL,TBCEL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1353140030255561,0.3,0.2,0.7,0.7,0.5,0.3588,Tier 3 - Exploratory,HS_TARS2,TARS2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1340049408420326,0.3,0.2,0.7,0.7,0.5,0.3585,Tier 3 - Exploratory,HS_IL5RA,IL5RA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3712081037045484,0.3,0.2,0.3,0.7,0.5,0.3578,Tier 3 - Exploratory,HS_IL31RA,IL31RA,pruritus,False,0.0,False,False,,Homo sapiens,False,A0A494BZY2,2
0.1309725620870213,0.3,0.2,0.7,0.7,0.5,0.3577,Tier 3 - Exploratory,HS_ZGPAT,ZGPAT,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1284845655163088,0.3,0.2,0.7,0.7,0.5,0.3571,Tier 3 - Exploratory,HS_EVI5,EVI5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1261626990133397,0.3,0.2,0.7,0.7,0.5,0.3565,Tier 3 - Exploratory,HS_ERGIC1,ERGIC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1256052082966181,0.3,0.2,0.7,0.7,0.5,0.3564,Tier 3 - Exploratory,HS_SIK2,SIK2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1242419595547896,0.3,0.2,0.7,0.7,0.5,0.3561,Tier 3 - Exploratory,HS_TDRKH,TDRKH,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1238040115785125,0.3,0.2,0.7,0.7,0.5,0.356,Tier 3 - Exploratory,HS_URGCP,URGCP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1213337378856371,0.3,0.2,0.7,0.7,0.5,0.3553,Tier 3 - Exploratory,HS_CDK2AP1,CDK2AP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1206211763045329,0.3,0.2,0.7,0.7,0.5,0.3552,Tier 3 - Exploratory,HS_MXD3,MXD3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1191612713413612,0.3,0.2,0.7,0.7,0.5,0.3548,Tier 3 - Exploratory,HS_NLRC4,NLRC4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1189313675863919,0.3,0.2,0.7,0.7,0.5,0.3547,Tier 3 - Exploratory,HS_GFI1,GFI1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1184351966152716,0.3,0.2,0.7,0.7,0.5,0.3546,Tier 3 - Exploratory,HS_ANAPC1,ANAPC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1173196820408798,0.3,0.2,0.7,0.7,0.5,0.3543,Tier 3 - Exploratory,HS_PFDN4,PFDN4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1162693452836695,0.3,0.2,0.7,0.7,0.5,0.3541,Tier 3 - Exploratory,HS_TNIP1,TNIP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1160758123510701,0.3,0.2,0.7,0.7,0.5,0.354,Tier 3 - Exploratory,HS_DKK1,DKK1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1161841745609452,0.3,0.2,0.7,0.7,0.5,0.354,Tier 3 - Exploratory,HS_TRIL,TRIL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1161439143399966,0.3,0.2,0.7,0.7,0.5,0.354,Tier 3 - Exploratory,HS_SOCS1,SOCS1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1152934356397218,0.3,0.2,0.7,0.7,0.5,0.3538,Tier 3 - Exploratory,HS_S100A11,S100A11,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1149930389835494,0.3,0.2,0.7,0.7,0.5,0.3537,Tier 3 - Exploratory,HS_RTF1,RTF1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1142840410853788,0.3,0.2,0.7,0.7,0.5,0.3536,Tier 3 - Exploratory,HS_CPVL,CPVL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1145775168493752,0.3,0.2,0.7,0.7,0.5,0.3536,Tier 3 - Exploratory,HS_TMEM232,TMEM232,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.113915664706826,0.3,0.2,0.7,0.7,0.5,0.3535,Tier 3 - Exploratory,HS_KISS1R,KISS1R,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.113714184088003,0.3,0.2,0.7,0.7,0.5,0.3534,Tier 3 - Exploratory,HS_IZUMO1,IZUMO1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1132757922028205,0.3,0.2,0.7,0.7,0.5,0.3533,Tier 3 - Exploratory,HS_KPRP,KPRP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1126670110274041,0.3,0.2,0.7,0.7,0.5,0.3532,Tier 3 - Exploratory,HS_CCR4,CCR4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1117013114751011,0.3,0.2,0.7,0.7,0.5,0.3529,Tier 3 - Exploratory,HS_IL1A,IL1A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1108462597511327,0.3,0.2,0.7,0.7,0.5,0.3527,Tier 3 - Exploratory,HS_GLS,GLS,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1100987386612886,0.3,0.2,0.7,0.7,0.5,0.3525,Tier 3 - Exploratory,HS_ERBB3,ERBB3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1073700313997873,0.3,0.2,0.7,0.7,0.5,0.3518,Tier 3 - Exploratory,HS_SYK,SYK,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.3471586127472973,0.3,0.2,0.3,0.7,0.5,0.3518,Tier 3 - Exploratory,HS_TACR1,TACR1,pruritus,False,0.0,False,False,,Homo sapiens,False,Q53TR1,2
0.1068430692049966,0.3,0.2,0.7,0.7,0.5,0.3517,Tier 3 - Exploratory,HS_SRP54,SRP54,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1053926658791911,0.3,0.2,0.7,0.7,0.5,0.3513,Tier 3 - Exploratory,HS_IER5L,IER5L,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1053983078208431,0.3,0.2,0.7,0.7,0.5,0.3513,Tier 3 - Exploratory,HS_GALNT14,GALNT14,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1041161578025184,0.3,0.2,0.7,0.7,0.5,0.351,Tier 3 - Exploratory,HS_PTPN2,PTPN2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1034543743819361,0.3,0.2,0.7,0.7,0.5,0.3509,Tier 3 - Exploratory,HS_PTGDR2,PTGDR2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1029430657272488,0.3,0.2,0.7,0.7,0.5,0.3507,Tier 3 - Exploratory,HS_ATP4A,ATP4A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1022332796351201,0.3,0.2,0.7,0.7,0.5,0.3506,Tier 3 - Exploratory,HS_SPRR2D,SPRR2D,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1025481435679301,0.3,0.2,0.7,0.7,0.5,0.3506,Tier 3 - Exploratory,HS_IL1RAP,IL1RAP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1014238624573566,0.3,0.2,0.7,0.7,0.5,0.3504,Tier 3 - Exploratory,HS_FCER2,FCER2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.1001099765722622,0.3,0.2,0.7,0.7,0.5,0.35,Tier 3 - Exploratory,HS_CCL26,CCL26,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0952432228364157,0.3,0.2,0.7,0.7,0.5,0.3488,Tier 3 - Exploratory,HS_RPL17,RPL17,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0940504181388182,0.3,0.2,0.7,0.7,0.5,0.3485,Tier 3 - Exploratory,HS_CD4,CD4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0928056079541584,0.3,0.2,0.7,0.7,0.5,0.3482,Tier 3 - Exploratory,HS_ATP4B,ATP4B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0923949636711754,0.3,0.2,0.7,0.7,0.5,0.3481,Tier 3 - Exploratory,HS_SPAG5,SPAG5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0871207511616125,0.3,0.2,0.7,0.7,0.5,0.3468,Tier 3 - Exploratory,HS_PPARG,PPARG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.087210579598515,0.3,0.2,0.7,0.7,0.5,0.3468,Tier 3 - Exploratory,HS_CACNA1H,CACNA1H,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0856036346737633,0.3,0.2,0.7,0.7,0.5,0.3464,Tier 3 - Exploratory,HS_PDCD1,PDCD1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0856019450499778,0.3,0.2,0.7,0.7,0.5,0.3464,Tier 3 - Exploratory,HS_SPATA2,SPATA2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0856019450499778,0.3,0.2,0.7,0.7,0.5,0.3464,Tier 3 - Exploratory,HS_RPL17-C18orf32,RPL17-C18orf32,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0856019450499778,0.3,0.2,0.7,0.7,0.5,0.3464,Tier 3 - Exploratory,HS_SNCA,SNCA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0844900612237526,0.3,0.2,0.7,0.7,0.5,0.3461,Tier 3 - Exploratory,HS_CACNA1G,CACNA1G,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0844900612237526,0.3,0.2,0.7,0.7,0.5,0.3461,Tier 3 - Exploratory,HS_CACNA1I,CACNA1I,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNB3,CACNB3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNB4,CACNB4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG6,CACNG6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNB1,CACNB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1A,CACNA1A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
